Rk,Player,Save%,Season,Age,Nation,Team,Comp,Playing Time MP,Playing Time Min,Playing Time 90s,Playing Time Starts,Playing Time Subs,Playing Time unSub,Performance GA,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Pos
96,Emiliano Martínez,78.0,20-21,27,ar ARG,Aston Villa,eng Premier League,38,3420,38.0,38,0,0,46,186,133,78.0,16.0,7.0,15,15.0,39.5,GK
97,Rui Patrício,70.3,20-21,32,pt POR,Wolves,eng Premier League,37,3329,37.0,37,0,1,51,148,99,70.3,12.0,9.0,16,10.0,27.0,GK
98,Tomáš Vaclík,64.3,20-21,31,cz CZE,Sevilla,es La Liga,5,450,5.0,5,0,21,5,14,9,64.3,3.0,0.0,2,2.0,40.0,GK
99,David de Gea,68.9,20-21,29,es ESP,Manchester Utd,eng Premier League,26,2295,25.5,26,0,7,32,90,59,68.9,12.0,9.0,5,9.0,34.6,GK
100,Andreas Luthe,71.2,20-21,33,de GER,Union Berlin,de Bundesliga,31,2768,30.8,31,0,0,42,132,89,71.2,11.0,12.0,8,5.0,16.1,GK
101,Daniel Fuzato,73.1,20-21,23,br BRA,Roma,it Serie A,5,450,5.0,5,0,17,7,26,19,73.1,2.0,1.0,2,2.0,40.0,GK
102,David Ospina,78.6,20-21,31,co COL,Napoli,it Serie A,16,1440,16.0,16,0,17,12,42,30,78.6,11.0,0.0,5,8.0,50.0,GK
103,Matz Sels,57.7,20-21,28,be BEL,Strasbourg,fr Ligue 1,6,540,6.0,6,0,2,13,26,13,57.7,1.0,2.0,3,0.0,0.0,GK
104,Elias Bördner,83.3,20-21,18,de GER,Eint Frankfurt,de Bundesliga,1,90,1.0,1,0,7,1,6,5,83.3,1.0,0.0,0,0.0,0.0,GK
105,Manuel Neuer,66.7,20-21,34,de GER,Bayern Munich,de Bundesliga,33,2970,33.0,33,0,1,42,123,80,66.7,24.0,5.0,4,9.0,27.3,GK
106,Walter Benítez,73.9,20-21,27,ar ARG,Nice,fr Ligue 1,38,3420,38.0,38,0,0,53,176,123,73.9,15.0,7.0,16,9.0,23.7,GK
107,Andrea Consigli,71.9,20-21,33,it ITA,Sassuolo,it Serie A,37,3330,37.0,37,0,0,56,185,129,71.9,17.0,10.0,10,7.0,18.9,GK
108,Juan Pérez,75.0,20-21,24,es ESP,Osasuna,es La Liga,3,270,3.0,3,0,25,3,8,5,75.0,1.0,1.0,1,1.0,33.3,GK
109,Hugo Lloris,77.4,20-21,33,fr FRA,Tottenham,eng Premier League,38,3420,38.0,38,0,0,45,155,113,77.4,18.0,8.0,12,12.0,31.6,GK
110,David Soria,69.1,20-21,27,es ESP,Getafe,es La Liga,28,2520,28.0,28,0,10,31,81,52,69.1,6.0,8.0,14,10.0,35.7,GK
111,Rúnar Alex Rúnarsson,100.0,20-21,25,is ISL,2 Teams,2 Comps,1,16,0.2,0,1,24,0,2,2,100.0,0.0,0.0,0,0.0,,GK
112,Jordi Masip,68.7,20-21,31,es ESP,Valladolid,es La Liga,25,2250,25.0,25,0,9,40,115,75,68.7,4.0,9.0,12,2.0,8.0,GK
113,Niklas Lomb,62.5,20-21,27,de GER,Leverkusen,de Bundesliga,2,135,1.5,1,1,25,3,8,5,62.5,0.0,1.0,0,0.0,0.0,GK
114,Łukasz Fabiański,70.3,20-21,35,pl POL,West Ham,eng Premier League,35,3150,35.0,35,0,0,44,138,97,70.3,17.0,8.0,10,10.0,28.6,GK
115,Alberto Cifuentes,50.0,20-21,41,es ESP,Cádiz,es La Liga,2,180,2.0,2,0,2,3,6,2,50.0,1.0,0.0,1,1.0,50.0,GK
116,Alex Meret,66.7,20-21,23,it ITA,Napoli,it Serie A,22,1980,22.0,22,0,16,29,81,53,66.7,13.0,5.0,4,6.0,27.3,GK
117,Alberto Paleari,75.0,20-21,27,it ITA,Genoa,it Serie A,3,206,2.3,2,1,27,3,12,9,75.0,1.0,0.0,1,1.0,50.0,GK
118,Samir Ujkani,66.7,20-21,32,xk KVX,Torino,it Serie A,1,90,1.0,1,0,19,1,3,2,66.7,0.0,1.0,0,0.0,0.0,GK
119,Rubén Blanco,57.4,20-21,25,es ESP,Celta Vigo,es La Liga,19,1637,18.2,19,0,1,27,61,34,57.4,7.0,6.0,6,4.0,21.1,GK
120,Fernando Pacheco,61.7,20-21,28,es ESP,Alavés,es La Liga,38,3349,37.2,37,1,0,57,141,84,61.7,9.0,11.0,17,9.0,24.3,GK
121,Roman Bürki,71.7,20-21,29,ch SUI,Dortmund,de Bundesliga,19,1665,18.5,18,1,9,30,92,62,71.7,9.0,2.0,7,4.0,22.2,GK
122,Sam Johnstone,71.4,20-21,27,eng ENG,West Brom,eng Premier League,37,3330,37.0,37,0,0,74,234,162,71.4,4.0,11.0,22,6.0,16.2,GK
123,Sergio Asenjo,72.0,20-21,31,es ESP,Villarreal,es La Liga,36,3240,36.0,36,0,2,40,118,79,72.0,15.0,13.0,8,10.0,27.8,GK
124,Vanja Milinković-Savić,75.0,20-21,23,rs SRB,Torino,it Serie A,5,450,5.0,5,0,26,6,20,14,75.0,2.0,2.0,1,1.0,20.0,GK
125,Aitor Fernández,65.8,20-21,29,es ESP,Levante,es La Liga,29,2610,29.0,29,0,7,44,120,78,65.8,8.0,11.0,10,3.0,10.3,GK
126,Ron-Robert Zieler,100.0,20-21,31,de GER,Köln,de Bundesliga,1,51,0.6,0,1,33,1,3,2,100.0,0.0,0.0,0,0.0,,GK
127,Juan Musso,74.5,20-21,26,ar ARG,Udinese,it Serie A,35,3147,35.0,35,0,0,51,149,98,74.5,9.0,10.0,16,8.0,22.9,GK
128,Eiji Kawashima,69.2,20-21,37,jp JPN,Strasbourg,fr Ligue 1,24,2160,24.0,24,0,14,31,91,59,69.2,8.0,7.0,9,8.0,33.3,GK
129,Sergio Herrera,71.4,20-21,27,es ESP,Osasuna,es La Liga,33,2958,32.9,32,1,4,40,126,86,71.4,10.0,8.0,14,10.0,31.3,GK
130,Frederik Rønnow,70.1,20-21,27,dk DEN,2 Teams,de Bundesliga,11,945,10.5,10,1,11,24,67,45,70.1,0.0,4.0,6,1.0,10.0,GK
131,Mark Flekken,77.8,20-21,27,nl NED,Freiburg,de Bundesliga,3,270,3.0,3,0,0,6,18,12,77.8,1.0,1.0,1,0.0,0.0,GK
132,Neto,83.3,20-21,31,br BRA,Barcelona,es La Liga,7,630,7.0,7,0,28,6,24,18,83.3,3.0,2.0,2,3.0,42.9,GK
133,Vicente Guaita,63.9,20-21,33,es ESP,Crystal Palace,eng Premier League,37,3330,37.0,37,0,1,64,169,104,63.9,11.0,8.0,18,8.0,21.6,GK
134,Łukasz Skorupski,72.1,20-21,29,pl POL,Bologna,it Serie A,28,2520,28.0,28,0,2,46,147,100,72.1,10.0,5.0,13,4.0,14.3,GK
135,Anthony Racioppi,67.7,20-21,21,ch SUI,2 Teams,fr Ligue 1,21,1890,21.0,21,0,16,33,93,59,67.7,2.0,6.0,13,3.0,14.3,GK
136,Marco Sportiello,57.4,20-21,28,it ITA,Atalanta,it Serie A,15,1261,14.0,13,2,23,21,47,25,57.4,9.0,1.0,3,2.0,15.4,GK
137,Lukáš Hrádecký,66.3,20-21,30,fi FIN,Leverkusen,de Bundesliga,29,2565,28.5,29,0,0,29,83,55,66.3,13.0,9.0,7,8.0,27.6,GK
138,Alexandre Oukidja,77.2,20-21,32,dz ALG,Metz,fr Ligue 1,34,3058,34.0,34,0,0,38,127,89,77.2,12.0,10.0,12,8.0,23.5,GK
139,Alexander Nübel,50.0,20-21,23,de GER,Bayern Munich,de Bundesliga,1,90,1.0,1,0,26,2,4,2,50.0,0.0,1.0,0,0.0,0.0,GK
140,Saturnin Allagbé,56.1,20-21,26,bj BEN,Dijon,fr Ligue 1,12,1080,12.0,12,0,20,30,66,36,56.1,2.0,2.0,8,3.0,25.0,GK
141,Ciprian Tătărușanu,71.4,20-21,34,ro ROU,2 Teams,2 Comps,1,90,1.0,1,0,38,3,7,4,71.4,0.0,1.0,0,0.0,0.0,GK
142,Ángel,88.9,20-21,18,es ESP,Granada,es La Liga,1,90,1.0,1,0,0,2,9,6,88.9,0.0,0.0,1,0.0,0.0,GK
143,Gautier Larsonneur,68.0,20-21,23,fr FRA,Brest,fr Ligue 1,35,3150,35.0,35,0,3,62,169,108,68.0,10.0,7.0,18,6.0,17.1,GK
144,Roberto,67.4,20-21,34,es ESP,Valladolid,es La Liga,13,1170,13.0,13,0,22,17,46,29,67.4,1.0,7.0,5,1.0,7.7,GK
145,Péter Gulácsi,66.3,20-21,30,hu HUN,RB Leipzig,de Bundesliga,33,2970,33.0,33,0,0,30,80,50,66.3,19.0,8.0,6,15.0,45.5,GK
146,Baptiste Reynet,66.8,20-21,29,fr FRA,Nîmes,fr Ligue 1,38,3420,38.0,38,0,0,71,196,122,66.8,9.0,8.0,21,8.0,21.1,GK
147,Koke Vegas,50.0,20-21,24,es ESP,Levante,es La Liga,1,90,1.0,1,0,18,2,4,2,50.0,0.0,0.0,1,0.0,0.0,GK
148,Stefan Ortega,72.4,20-21,27,de GER,Arminia,de Bundesliga,34,3060,34.0,34,0,0,52,170,118,72.4,9.0,8.0,17,11.0,32.4,GK
149,Marco Festa,87.5,20-21,28,it ITA,Crotone,it Serie A,1,90,1.0,1,0,36,1,8,7,87.5,0.0,1.0,0,0.0,0.0,GK
150,Lorenzo Montipò,59.3,20-21,24,it ITA,Benevento,it Serie A,37,3330,37.0,37,0,0,74,172,103,59.3,7.0,11.0,19,7.0,18.9,GK
151,Fraser Forster,71.0,20-21,32,eng ENG,Southampton,eng Premier League,8,720,8.0,8,0,30,11,31,19,71.0,4.0,0.0,4,2.0,25.0,GK
152,Vito Mannone,63.6,20-21,32,it ITA,Monaco,fr Ligue 1,9,810,9.0,9,0,13,14,33,19,63.6,5.0,1.0,3,2.0,22.2,GK
153,Philipp Pentke,76.9,20-21,35,de GER,Hoffenheim,de Bundesliga,3,270,3.0,3,0,30,3,13,10,76.9,1.0,2.0,0,0.0,0.0,GK
154,Jonas Omlin,74.2,20-21,26,ch SUI,Montpellier,fr Ligue 1,31,2673,29.7,31,0,0,51,155,106,74.2,10.0,10.0,11,2.0,6.5,GK
155,Will Norris,33.3,20-21,26,eng ENG,Burnley,eng Premier League,2,180,2.0,2,0,15,4,6,2,33.3,0.0,0.0,2,0.0,0.0,GK
156,Pavao Pervan,71.4,20-21,32,at AUT,Wolfsburg,de Bundesliga,2,180,2.0,2,0,30,4,14,10,71.4,0.0,1.0,1,0.0,0.0,GK
157,Jaume Doménech,70.8,20-21,29,es ESP,Valencia,es La Liga,28,2520,28.0,28,0,10,42,130,88,70.8,5.0,12.0,11,4.0,14.3,GK
158,Florian Müller,72.0,20-21,22,de GER,Freiburg,de Bundesliga,31,2790,31.0,31,0,0,46,157,112,72.0,11.0,8.0,12,6.0,19.4,GK
159,Jeroen Zoet,69.0,20-21,29,nl NED,Spezia,it Serie A,7,603,6.7,7,0,13,12,29,17,69.0,3.0,1.0,3,0.0,0.0,GK
160,Jack Butland,60.0,20-21,27,eng ENG,Crystal Palace,eng Premier League,1,90,1.0,1,0,30,2,5,3,60.0,1.0,0.0,0,0.0,0.0,GK
161,Gregor Kobel,68.8,20-21,22,ch SUI,Stuttgart,de Bundesliga,33,2970,33.0,33,0,0,54,157,102,68.8,11.0,9.0,13,5.0,15.2,GK
162,Joel Robles,65.6,20-21,30,es ESP,Betis,es La Liga,18,1620,18.0,18,0,20,25,61,37,65.6,9.0,2.0,7,6.0,33.3,GK
163,Karl Darlow,68.3,20-21,29,wls WAL,Newcastle Utd,eng Premier League,25,2250,25.0,25,0,6,43,126,84,68.3,7.0,4.0,14,4.0,16.0,GK
164,Iván Villar,68.8,20-21,23,es ESP,Celta Vigo,es La Liga,21,1781,19.8,19,2,17,30,77,47,68.8,7.0,5.0,7,5.0,26.3,GK
165,Kevin Trapp,68.0,20-21,30,de GER,Eint Frankfurt,de Bundesliga,33,2970,33.0,33,0,1,52,150,99,68.0,15.0,12.0,6,4.0,12.1,GK
166,Alfred Gomis,72.9,20-21,26,sn SEN,2 Teams,fr Ligue 1,27,2430,27.0,27,0,4,35,107,74,72.9,7.0,6.0,14,5.0,18.5,GK
167,Daniele Padelli,100.0,20-21,34,it ITA,Inter,it Serie A,1,45,0.5,0,1,32,1,2,1,100.0,0.0,0.0,0,0.0,,GK
168,Michael Langer,50.0,20-21,35,at AUT,Schalke 04,de Bundesliga,3,239,2.7,2,1,18,12,24,13,50.0,0.0,0.0,2,0.0,0.0,GK
169,Fabian Bredlow,88.9,20-21,25,de GER,Stuttgart,de Bundesliga,1,90,1.0,1,0,33,1,9,8,88.9,1.0,0.0,0,0.0,0.0,GK
170,John Ruddy,75.0,20-21,33,eng ENG,Wolves,eng Premier League,2,91,1.0,1,1,36,1,4,3,75.0,0.0,0.0,1,0.0,0.0,GK
171,Koen Casteels,72.2,20-21,28,be BEL,Wolfsburg,de Bundesliga,32,2880,32.0,32,0,0,33,108,74,72.2,17.0,9.0,6,14.0,43.8,GK
172,Marcin Bułka,66.7,20-21,20,pl POL,Paris S-G,fr Ligue 1,1,90,1.0,1,0,3,1,3,2,66.7,0.0,0.0,1,0.0,0.0,GK
173,Rafael,72.2,20-21,38,br BRA,Spezia,it Serie A,3,207,2.3,2,1,11,5,18,13,72.2,0.0,1.0,1,1.0,50.0,GK
174,Finn Dahmen,55.0,20-21,22,de GER,Mainz 05,de Bundesliga,3,270,3.0,3,0,31,10,20,10,55.0,1.0,0.0,2,0.0,0.0,GK
175,Dani Cárdenas,71.8,20-21,23,es ESP,Levante,es La Liga,8,720,8.0,8,0,28,11,39,28,71.8,1.0,3.0,4,1.0,12.5,GK
176,Pietro Terracciano,63.6,20-21,30,it ITA,Fiorentina,it Serie A,4,272,3.0,2,2,34,4,11,7,63.6,0.0,1.0,1,2.0,100.0,GK
177,Pepe Reina,70.8,20-21,37,es ESP,Lazio,it Serie A,29,2610,29.0,29,0,9,41,113,74,70.8,18.0,3.0,8,9.0,31.0,GK
178,Gianluigi Buffon,85.7,20-21,42,it ITA,Juventus,it Serie A,8,720,8.0,8,0,26,5,21,15,85.7,7.0,1.0,0,3.0,37.5,GK
179,Édgar Badía,70.9,20-21,28,es ESP,Elche,es La Liga,30,2700,30.0,30,0,8,46,141,92,70.9,5.0,11.0,14,5.0,16.7,GK
180,Niccolò Manfredini,80.0,20-21,32,it ITA,Benevento,it Serie A,1,90,1.0,1,0,37,1,5,4,80.0,0.0,1.0,0,0.0,0.0,GK
181,Dean Henderson,76.5,20-21,23,eng ENG,Manchester Utd,eng Premier League,13,1125,12.5,12,1,25,12,51,39,76.5,9.0,2.0,1,4.0,33.3,GK
182,David Button,66.7,20-21,31,eng ENG,West Brom,eng Premier League,1,90,1.0,1,0,37,2,6,4,66.7,1.0,0.0,0,0.0,0.0,GK
183,Alex Cordaz,58.5,20-21,37,it ITA,Crotone,it Serie A,36,3240,36.0,36,0,1,91,207,118,58.5,6.0,3.0,27,2.0,5.6,GK
184,Robin Olsen,73.3,20-21,30,se SWE,2 Teams,2 Comps,7,630,7.0,7,0,22,9,30,21,73.3,2.0,3.0,2,2.0,28.6,GK
185,Rui Silva,63.5,20-21,26,pt POR,Granada,es La Liga,32,2880,32.0,32,0,3,55,137,79,63.5,12.0,6.0,14,8.0,25.0,GK
186,Alessandro Berardi,100.0,20-21,29,it ITA,Hellas Verona,it Serie A,1,28,0.3,0,1,36,0,1,1,100.0,0.0,0.0,0,0.0,,GK
187,Keylor Navas,81.5,20-21,33,cr CRC,Paris S-G,fr Ligue 1,29,2520,28.0,29,0,1,18,92,73,81.5,21.0,3.0,5,14.0,48.3,GK
188,Jean-Louis Leca,69.9,20-21,34,fr FRA,Lens,fr Ligue 1,37,3313,36.8,37,0,0,51,136,88,69.9,15.0,12.0,10,8.0,21.6,GK
189,Jan Oblak,80.3,20-21,27,si SVN,Atlético Madrid,es La Liga,38,3420,38.0,38,0,0,25,122,98,80.3,26.0,8.0,4,18.0,47.4,GK
190,Yehvann Diouf,100.0,20-21,20,sn SEN,Reims,fr Ligue 1,2,135,1.5,1,1,32,1,6,5,100.0,0.0,0.0,1,0.0,0.0,GK
191,Anthony Lopes,71.6,20-21,29,pt POR,Lyon,fr Ligue 1,38,3420,38.0,38,0,0,43,134,92,71.6,22.0,10.0,6,11.0,28.9,GK
192,Gianluca Pegolo,100.0,20-21,39,it ITA,Sassuolo,it Serie A,1,90,1.0,1,0,34,0,1,1,100.0,0.0,1.0,0,1.0,100.0,GK
193,Pierluigi Gollini,66.2,20-21,25,it ITA,Atalanta,it Serie A,25,2156,24.0,25,0,7,26,65,38,66.2,14.0,8.0,3,9.0,36.0,GK
194,Álvaro Fernández,68.4,20-21,22,es ESP,Huesca,es La Liga,22,1980,22.0,22,0,16,32,95,64,68.4,5.0,5.0,12,5.0,22.7,GK
195,Alessio Cragno,73.6,20-21,26,it ITA,Cagliari,it Serie A,34,3060,34.0,34,0,0,53,182,129,73.6,6.0,10.0,18,6.0,17.6,GK
196,Carlo Pinsoglio,50.0,20-21,30,it ITA,Juventus,it Serie A,1,23,0.3,0,1,34,1,2,1,50.0,0.0,0.0,0,0.0,,GK
197,Adrián,50.0,20-21,33,es ESP,Liverpool,eng Premier League,3,270,3.0,3,0,27,9,18,9,50.0,1.0,1.0,1,1.0,33.3,GK
198,Federico Marchetti,38.9,20-21,37,it ITA,Genoa,it Serie A,4,334,3.7,4,0,25,11,18,7,38.9,0.0,1.0,3,0.0,0.0,GK
199,Matthieu Dreyer,66.1,20-21,31,fr FRA,Lorient,fr Ligue 1,15,1350,15.0,15,0,23,25,56,32,66.1,5.0,5.0,5,2.0,13.3,GK
200,Mike Maignan,79.4,20-21,25,fr FRA,Lille,fr Ligue 1,38,3420,38.0,38,0,0,23,107,85,79.4,24.0,11.0,3,21.0,55.3,GK
201,David Gil,47.1,20-21,26,es ESP,Cádiz,es La Liga,4,360,4.0,4,0,34,10,17,7,47.1,0.0,1.0,3,0.0,0.0,GK
1,Wojciech Szczęsny,75.2,21-22,31,pl POL,Juventus,it Serie A,33,2970,33.0,33,0,4,29,105,73,75.2,18.0,9.0,6,12.0,36.4,GK
2,Jasper Cillessen,68.8,21-22,32,nl NED,Valencia,es La Liga,17,1457,16.2,17,0,12,29,77,49,68.8,4.0,8.0,5,3.0,17.6,GK
3,Bartłomiej Drągowski,73.1,21-22,23,pl POL,Fiorentina,it Serie A,7,556,6.2,7,0,18,8,26,17,73.1,3.0,0.0,4,2.0,28.6,GK
4,Gianluigi Donnarumma,73.8,21-22,22,it ITA,Paris S-G,fr Ligue 1,17,1530,17.0,17,0,15,17,61,45,73.8,13.0,2.0,2,5.0,29.4,GK
5,Francesco Bardi,77.8,21-22,29,it ITA,Bologna,it Serie A,2,177,2.0,2,0,36,2,9,7,77.8,1.0,1.0,0,0.0,0.0,GK
6,Marco Silvestri,68.1,21-22,30,it ITA,Udinese,it Serie A,35,3150,35.0,35,0,0,50,141,92,68.1,10.0,14.0,11,7.0,20.0,GK
7,Alexander Schwolow,62.6,21-22,29,de GER,Hertha BSC,de Bundesliga,25,2175,24.2,25,0,0,51,123,72,62.6,7.0,5.0,13,4.0,16.0,GK
8,Tobias Sippel,66.7,21-22,33,de GER,Gladbach,de Bundesliga,1,90,1.0,1,0,33,1,3,2,66.7,0.0,1.0,0,0.0,0.0,GK
9,Boris Radunović,76.5,21-22,25,rs SRB,Cagliari,it Serie A,3,270,3.0,3,0,33,5,17,11,76.5,0.0,2.0,1,1.0,33.3,GK
10,Claudio Bravo,67.9,21-22,38,cl CHI,Betis,es La Liga,17,1456,16.2,17,0,11,19,56,39,67.9,8.0,4.0,5,5.0,29.4,GK
11,Salvatore Sirigu,69.4,21-22,34,it ITA,Genoa,it Serie A,37,3330,37.0,37,0,1,59,180,122,69.4,4.0,16.0,17,10.0,27.0,GK
12,Josep Martinez,25.0,21-22,23,es ESP,RB Leipzig,de Bundesliga,1,90,1.0,1,0,33,3,4,1,25.0,0.0,0.0,1,0.0,0.0,GK
13,Niki Mäenpää,73.8,21-22,36,fi FIN,Venezia,it Serie A,17,1485,16.5,16,1,13,27,84,57,73.8,1.0,4.0,11,1.0,6.3,GK
14,Rafał Gikiewicz,67.3,21-22,33,pl POL,Augsburg,de Bundesliga,34,3060,34.0,34,0,0,56,156,102,67.3,10.0,8.0,16,9.0,26.5,GK
15,Javier Díaz,50.0,21-22,24,es ESP,Sevilla,es La Liga,1,90,1.0,1,0,33,1,2,1,50.0,0.0,1.0,0,0.0,0.0,GK
16,Thibaut Courtois,77.5,21-22,29,be BEL,Real Madrid,es La Liga,36,3240,36.0,36,0,1,29,120,91,77.5,26.0,7.0,3,16.0,44.4,GK
17,Freddie Woodman,54.5,21-22,24,eng ENG,Newcastle Utd,eng Premier League,4,360,4.0,4,0,1,12,22,9,54.5,0.0,1.0,3,0.0,0.0,GK
18,Daniel Bachmann,65.3,21-22,27,at AUT,Watford,eng Premier League,12,1080,12.0,12,0,25,28,72,46,65.3,1.0,0.0,11,0.0,0.0,GK
19,Steve Mandanda,73.1,21-22,36,fr FRA,Marseille,fr Ligue 1,9,810,9.0,9,0,28,7,26,20,73.1,6.0,2.0,1,5.0,55.6,GK
20,Sergio Romero,74.3,21-22,34,ar ARG,Venezia,it Serie A,16,1440,16.0,16,0,1,33,105,74,74.3,3.0,4.0,9,3.0,18.8,GK
21,Pau López,68.6,21-22,26,es ESP,Marseille,fr Ligue 1,29,2610,29.0,29,0,7,31,86,55,68.6,15.0,6.0,8,10.0,34.5,GK
22,Benoît Costil,57.1,21-22,34,fr FRA,Bordeaux,fr Ligue 1,25,2250,25.0,25,0,4,62,133,72,57.1,3.0,8.0,14,0.0,0.0,GK
23,Sascha Burchert,65.3,21-22,31,de GER,Greuther Fürth,de Bundesliga,14,1260,14.0,14,0,17,28,72,46,65.3,2.0,4.0,8,3.0,21.4,GK
24,Bernd Leno,52.6,21-22,29,de GER,Arsenal,eng Premier League,4,360,4.0,4,0,29,9,19,10,52.6,1.0,0.0,3,1.0,25.0,GK
25,Ivan Provedel,73.9,21-22,27,it ITA,Spezia,it Serie A,31,2761,30.7,31,0,7,52,165,116,73.9,9.0,5.0,17,7.0,22.6,GK
26,Jason Steele,60.0,21-22,30,eng ENG,Brighton,eng Premier League,1,90,1.0,1,0,32,2,5,3,60.0,0.0,0.0,1,0.0,0.0,GK
27,Jessy Moulin,75.0,21-22,35,fr FRA,Troyes,fr Ligue 1,7,630,7.0,7,0,18,8,24,16,75.0,1.0,3.0,3,1.0,14.3,GK
28,Kepa Arrizabalaga,84.6,21-22,26,es ESP,Chelsea,eng Premier League,4,360,4.0,4,0,34,2,13,11,84.6,2.0,1.0,1,2.0,50.0,GK
29,Paul Bernardoni,65.5,21-22,24,fr FRA,2 Teams,fr Ligue 1,32,2880,32.0,32,0,0,56,139,85,65.5,9.0,10.0,13,7.0,21.9,GK
30,Wuilker Faríñez,68.9,21-22,23,ve VEN,Lens,fr Ligue 1,13,1105,12.3,11,2,23,15,45,30,68.9,7.0,3.0,1,3.0,27.3,GK
31,Paul Nardi,62.6,21-22,27,fr FRA,Lorient,fr Ligue 1,22,1980,22.0,22,0,16,38,91,56,62.6,3.0,8.0,11,4.0,18.2,GK
32,Marwin Hitz,60.0,21-22,33,ch SUI,Dortmund,de Bundesliga,5,405,4.5,4,1,28,12,25,13,60.0,1.0,0.0,3,0.0,0.0,GK
33,Alphonse Areola,66.7,21-22,28,fr FRA,West Ham,eng Premier League,1,90,1.0,1,0,37,1,3,2,66.7,0.0,0.0,1,0.0,0.0,GK
34,Dominik Greif,50.0,21-22,24,sk SVK,Mallorca,es La Liga,1,90,1.0,1,0,13,3,6,3,50.0,0.0,0.0,1,0.0,0.0,GK
35,Andriy Lunin,88.9,21-22,22,ua UKR,Real Madrid,es La Liga,2,180,2.0,2,0,32,2,9,6,88.9,0.0,1.0,1,0.0,0.0,GK
36,Luís Maximiano,71.8,21-22,22,pt POR,Granada,es La Liga,35,3136,34.8,35,0,2,55,177,122,71.8,8.0,12.0,15,7.0,20.0,GK
37,Edouard Mendy,75.5,21-22,29,sn SEN,Chelsea,eng Premier League,34,3060,34.0,34,0,0,31,102,72,75.5,19.0,10.0,5,14.0,41.2,GK
38,Thomas Strakosha,67.4,21-22,26,al ALB,Lazio,it Serie A,23,2070,23.0,23,0,15,29,86,58,67.4,12.0,6.0,5,7.0,30.4,GK
39,Luigi Sepe,73.1,21-22,30,it ITA,Salernitana,it Serie A,16,1392,15.5,16,0,0,24,78,54,73.1,4.0,8.0,4,1.0,6.3,GK
40,Alex McCarthy,62.0,21-22,31,eng ENG,Southampton,eng Premier League,17,1530,17.0,17,0,1,27,71,44,62.0,3.0,7.0,7,5.0,29.4,GK
41,Álex Remiro,75.0,21-22,26,es ESP,Real Sociedad,es La Liga,35,3150,35.0,35,0,3,32,112,79,75.0,15.0,11.0,9,19.0,54.3,GK
42,Lennart Grill,66.7,21-22,22,de GER,Leverkusen,de Bundesliga,1,90,1.0,1,0,14,2,6,5,66.7,1.0,0.0,0,0.0,0.0,GK
43,Dimitry Bertaud,68.4,21-22,23,cd COD,Montpellier,fr Ligue 1,11,833,9.3,9,2,25,20,57,37,68.4,2.0,3.0,4,2.0,22.2,GK
44,Martin Dúbravka,67.9,21-22,32,sk SVK,Newcastle Utd,eng Premier League,26,2340,26.0,26,0,3,35,106,72,67.9,13.0,4.0,9,8.0,30.8,GK
45,Ederson,69.9,21-22,27,br BRA,Manchester City,eng Premier League,37,3330,37.0,37,0,0,26,83,57,69.9,28.0,6.0,3,20.0,54.1,GK
46,Timo Horn,62.5,21-22,28,de GER,Köln,de Bundesliga,13,1170,13.0,13,0,13,21,56,36,62.5,4.0,6.0,3,1.0,7.7,GK
47,Marco Bizot,68.8,21-22,30,nl NED,Brest,fr Ligue 1,38,3420,38.0,38,0,0,57,170,115,68.8,13.0,9.0,16,7.0,18.4,GK
48,Ivo Grbić,69.4,21-22,25,hr CRO,2 Teams,2 Comps,21,1890,21.0,21,0,12,28,85,58,69.4,8.0,7.0,6,2.0,9.5,GK
49,Kristoffer Klaesson,100.0,21-22,20,no NOR,Leeds United,eng Premier League,1,36,0.4,0,1,37,0,4,4,100.0,0.0,0.0,0,0.0,,GK
50,Yann Sommer,68.7,21-22,32,ch SUI,Gladbach,de Bundesliga,33,2970,33.0,33,0,1,60,182,120,68.7,12.0,8.0,13,5.0,15.2,GK
51,Zack Steffen,100.0,21-22,26,us USA,Manchester City,eng Premier League,1,90,1.0,1,0,29,0,2,2,100.0,1.0,0.0,0,1.0,100.0,GK
52,Mathew Ryan,73.3,21-22,29,au AUS,Real Sociedad,es La Liga,3,270,3.0,3,0,32,5,15,10,73.3,2.0,0.0,1,1.0,33.3,GK
53,Ivor Pandur,66.7,21-22,21,hr CRO,Hellas Verona,it Serie A,3,270,3.0,3,0,20,6,15,9,66.7,1.0,0.0,2,0.0,0.0,GK
54,Aaron Ramsdale,73.4,21-22,23,eng ENG,Arsenal,eng Premier League,34,3060,34.0,34,0,2,39,128,90,73.4,21.0,3.0,10,12.0,35.3,GK
55,Oliver Baumann,64.5,21-22,31,de GER,Hoffenheim,de Bundesliga,33,2970,33.0,33,0,0,57,155,98,64.5,12.0,7.0,14,8.0,24.2,GK
56,Jordan Pickford,66.5,21-22,27,eng ENG,Everton,eng Premier League,35,3150,35.0,35,0,0,58,170,116,66.5,10.0,6.0,19,7.0,20.0,GK
57,Nick Pope,74.5,21-22,29,eng ENG,Burnley,eng Premier League,36,3240,36.0,36,0,0,47,165,119,74.5,7.0,14.0,15,9.0,25.0,GK
